session_id,step,current_call,next_call,endpoint,method,url_params,body,user_segment,device,hour,is_last_step
15,2,GET /products?id=61,GET /cart?product_id=61,/products,GET,id=61,,returner,desktop,20,False
15,3,GET /cart?product_id=61,END,/cart,GET,product_id=61,,returner,desktop,20,True
16,1,GET /home,GET /category?type=accessories,/home,GET,,,buyer,tablet,17,False
16,2,GET /category?type=accessories,GET /products?id=120,/category,GET,type=accessories,,buyer,tablet,17,False
16,3,GET /products?id=120,GET /cart?product_id=120,/products,GET,id=120,,buyer,tablet,17,False
16,4,GET /cart?product_id=120,END,/cart,GET,product_id=120,,buyer,tablet,17,True
17,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""watch""}",/products/filter,GET,,,new_visitor,desktop,11,False
17,2,"POST /products/filter  body={""gender"":""female"",""category"":""watch""}",GET /products?id=47,/products/filter,POST,,"{""gender"":""female"",""category"":""watch""}",new_visitor,desktop,11,False
17,3,GET /products?id=47,GET /cart?product_id=47,/products,GET,id=47,,new_visitor,desktop,11,False
17,4,GET /cart?product_id=47,END,/cart,GET,product_id=47,,new_visitor,desktop,11,True
18,1,GET /products,GET /products?id=105,/products,GET,,,browser,mobile,4,False
18,2,GET /products?id=105,GET /products?id=47,/products,GET,id=105,,browser,mobile,4,False
18,3,GET /products?id=47,GET /products?id=101,/products,GET,id=47,,browser,mobile,4,False
18,4,GET /products?id=101,GET /products?id=101,/products,GET,id=101,,browser,mobile,4,False
18,5,GET /products?id=101,GET /cart?product_id=101,/products,GET,id=101,,browser,mobile,4,False
18,6,GET /cart?product_id=101,END,/cart,GET,product_id=101,,browser,mobile,4,True
19,1,GET /products?id=42,GET /cart?product_id=42,/products,GET,id=42,,returner,tablet,8,False
19,2,GET /cart?product_id=42,END,/cart,GET,product_id=42,,returner,tablet,8,True
20,1,GET /products,GET /products?id=33,/products,GET,,,browser,tablet,17,False
20,2,GET /products?id=33,GET /cart?product_id=33,/products,GET,id=33,,browser,tablet,17,False
20,3,GET /cart?product_id=33,GET /checkout,/cart,GET,product_id=33,,browser,tablet,17,False
20,4,GET /checkout,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",/checkout,GET,,,browser,tablet,17,False
20,5,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",END,/payment,POST,,"{""amount"": 49.99, ""method"": ""card""}",browser,tablet,17,True
21,1,GET /products,GET /products?id=42,/products,GET,,,browser,desktop,13,False
21,2,GET /products?id=42,GET /reviews?product_id=42,/products,GET,id=42,,browser,desktop,13,False
21,3,GET /reviews?product_id=42,END,/reviews,GET,product_id=42,,browser,desktop,13,True
22,1,GET /home,GET /category?type=women,/home,GET,,,indecisive,tablet,5,False
22,2,GET /category?type=women,GET /products?id=88,/category,GET,type=women,,indecisive,tablet,5,False
22,3,GET /products?id=88,GET /cart?product_id=88,/products,GET,id=88,,indecisive,tablet,5,False
22,4,GET /cart?product_id=88,END,/cart,GET,product_id=88,,indecisive,tablet,5,True
23,1,GET /products,GET /products?id=39,/products,GET,,,indecisive,tablet,16,False
23,2,GET /products?id=39,GET /products?id=73,/products,GET,id=39,,indecisive,tablet,16,False
23,3,GET /products?id=73,GET /cart?product_id=73,/products,GET,id=73,,indecisive,tablet,16,False
23,4,GET /cart?product_id=73,END,/cart,GET,product_id=73,,indecisive,tablet,16,True
24,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""skirt"",""price"":""high""}",/products/filter,GET,,,new_visitor,mobile,19,False
24,2,"POST /products/filter  body={""gender"":""female"",""category"":""skirt"",""price"":""high""}",GET /products?id=22,/products/filter,POST,,"{""gender"":""female"",""category"":""skirt"",""price"":""high""}",new_visitor,mobile,19,False
24,3,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,new_visitor,mobile,19,False
24,4,GET /cart?product_id=22,END,/cart,GET,product_id=22,,new_visitor,mobile,19,True
25,1,GET /products,GET /products?id=47,/products,GET,,,buyer,mobile,7,False
25,2,GET /products?id=47,GET /products?id=120,/products,GET,id=47,,buyer,mobile,7,False
25,3,GET /products?id=120,GET /products?id=47,/products,GET,id=120,,buyer,mobile,7,False
25,4,GET /products?id=47,GET /reviews?product_id=47,/products,GET,id=47,,buyer,mobile,7,False
25,5,GET /reviews?product_id=47,GET /cart?product_id=47,/reviews,GET,product_id=47,,buyer,mobile,7,False
25,6,GET /cart?product_id=47,END,/cart,GET,product_id=47,,buyer,mobile,7,True
26,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""sneakers"",""price"":""mid""}",/products/filter,GET,,,returner,tablet,5,False
26,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""sneakers"",""price"":""mid""}",GET /products?id=88,/products/filter,POST,,"{""gender"":""unisex"",""category"":""sneakers"",""price"":""mid""}",returner,tablet,5,False
26,3,GET /products?id=88,GET /cart?product_id=88,/products,GET,id=88,,returner,tablet,5,False
26,4,GET /cart?product_id=88,END,/cart,GET,product_id=88,,returner,tablet,5,True
27,1,GET /products,GET /products?id=110,/products,GET,,,indecisive,desktop,21,False
27,2,GET /products?id=110,GET /reviews?product_id=110,/products,GET,id=110,,indecisive,desktop,21,False
27,3,GET /reviews?product_id=110,GET /products?id=110,/reviews,GET,product_id=110,,indecisive,desktop,21,False
27,4,GET /products?id=110,GET /cart?product_id=110,/products,GET,id=110,,indecisive,desktop,21,False
27,5,GET /cart?product_id=110,END,/cart,GET,product_id=110,,indecisive,desktop,21,True
28,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""shirt"",""price"":""low""}",/products/filter,GET,,,new_visitor,desktop,3,False
28,2,"POST /products/filter  body={""gender"":""female"",""category"":""shirt"",""price"":""low""}",GET /products?id=11,/products/filter,POST,,"{""gender"":""female"",""category"":""shirt"",""price"":""low""}",new_visitor,desktop,3,False
28,3,GET /products?id=11,GET /cart?product_id=11,/products,GET,id=11,,new_visitor,desktop,3,False
28,4,GET /cart?product_id=11,END,/cart,GET,product_id=11,,new_visitor,desktop,3,True
29,1,GET /products,GET /products?id=44,/products,GET,,,new_visitor,mobile,0,False
29,2,GET /products?id=44,GET /cart?product_id=44,/products,GET,id=44,,new_visitor,mobile,0,False
29,3,GET /cart?product_id=44,END,/cart,GET,product_id=44,,new_visitor,mobile,0,True
30,1,GET /home,GET /category?type=men,/home,GET,,,browser,desktop,2,False
30,2,GET /category?type=men,GET /products?id=33,/category,GET,type=men,,browser,desktop,2,False
30,3,GET /products?id=33,GET /cart?product_id=33,/products,GET,id=33,,browser,desktop,2,False
30,4,GET /cart?product_id=33,END,/cart,GET,product_id=33,,browser,desktop,2,True
31,1,GET /products,GET /products?id=120,/products,GET,,,buyer,tablet,4,False
31,2,GET /products?id=120,"POST /wishlist?product_id=120  body={""product_id"": 120}",/products,GET,id=120,,buyer,tablet,4,False
31,3,"POST /wishlist?product_id=120  body={""product_id"": 120}",GET /cart?product_id=120,/wishlist,POST,product_id=120,"{""product_id"": 120}",buyer,tablet,4,False
31,4,GET /cart?product_id=120,END,/cart,GET,product_id=120,,buyer,tablet,4,True
32,1,GET /products,GET /products?id=55,/products,GET,,,buyer,desktop,13,False
32,2,GET /products?id=55,GET /cart?product_id=55,/products,GET,id=55,,buyer,desktop,13,False
32,3,GET /cart?product_id=55,END,/cart,GET,product_id=55,,buyer,desktop,13,True
33,1,GET /search?q=red dress,GET /products?id=55,/search,GET,q=red dress,,indecisive,desktop,13,False
33,2,GET /products?id=55,GET /reviews?product_id=55,/products,GET,id=55,,indecisive,desktop,13,False
33,3,GET /reviews?product_id=55,END,/reviews,GET,product_id=55,,indecisive,desktop,13,True
34,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""dress""}",/products/filter,GET,,,browser,desktop,23,False
34,2,"POST /products/filter  body={""gender"":""female"",""category"":""dress""}",GET /products?id=88,/products/filter,POST,,"{""gender"":""female"",""category"":""dress""}",browser,desktop,23,False
34,3,GET /products?id=88,GET /reviews?product_id=88,/products,GET,id=88,,browser,desktop,23,False
34,4,GET /reviews?product_id=88,END,/reviews,GET,product_id=88,,browser,desktop,23,True
35,1,GET /products,GET /products?id=73,/products,GET,,,buyer,tablet,14,False
35,2,GET /products?id=73,GET /cart?product_id=73,/products,GET,id=73,,buyer,tablet,14,False
35,3,GET /cart?product_id=73,END,/cart,GET,product_id=73,,buyer,tablet,14,True
36,1,GET /products,GET /products?id=55,/products,GET,,,buyer,mobile,14,False
36,2,GET /products?id=55,GET /cart?product_id=55,/products,GET,id=55,,buyer,mobile,14,False
36,3,GET /cart?product_id=55,GET /home,/cart,GET,product_id=55,,buyer,mobile,14,False
36,4,GET /home,END,/home,GET,,,buyer,mobile,14,True
37,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""skirt"",""price"":""high""}",/products/filter,GET,,,browser,tablet,17,False
37,2,"POST /products/filter  body={""gender"":""female"",""category"":""skirt"",""price"":""high""}",GET /products,/products/filter,POST,,"{""gender"":""female"",""category"":""skirt"",""price"":""high""}",browser,tablet,17,False
37,3,GET /products,"POST /products/filter  body={""gender"":""female"",""category"":""skirt""}",/products,GET,,,browser,tablet,17,False
37,4,"POST /products/filter  body={""gender"":""female"",""category"":""skirt""}",GET /products?id=73,/products/filter,POST,,"{""gender"":""female"",""category"":""skirt""}",browser,tablet,17,False
37,5,GET /products?id=73,GET /cart?product_id=73,/products,GET,id=73,,browser,tablet,17,False
37,6,GET /cart?product_id=73,END,/cart,GET,product_id=73,,browser,tablet,17,True
38,1,GET /products/filter,"POST /products/filter  body={""gender"":""male"",""category"":""skirt"",""price"":""mid""}",/products/filter,GET,,,returner,desktop,15,False
38,2,"POST /products/filter  body={""gender"":""male"",""category"":""skirt"",""price"":""mid""}",GET /products?id=101,/products/filter,POST,,"{""gender"":""male"",""category"":""skirt"",""price"":""mid""}",returner,desktop,15,False
38,3,GET /products?id=101,GET /cart?product_id=101,/products,GET,id=101,,returner,desktop,15,False
38,4,GET /cart?product_id=101,END,/cart,GET,product_id=101,,returner,desktop,15,True
39,1,GET /products,GET /products?id=110,/products,GET,,,browser,desktop,8,False
39,2,GET /products?id=110,GET /reviews?product_id=110,/products,GET,id=110,,browser,desktop,8,False
39,3,GET /reviews?product_id=110,GET /products?id=22,/reviews,GET,product_id=110,,browser,desktop,8,False
39,4,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,browser,desktop,8,False
39,5,GET /cart?product_id=22,END,/cart,GET,product_id=22,,browser,desktop,8,True
40,1,GET /products?id=120,GET /cart?product_id=120,/products,GET,id=120,,returner,tablet,23,False
40,2,GET /cart?product_id=120,END,/cart,GET,product_id=120,,returner,tablet,23,True
41,1,GET /products,GET /products?id=44,/products,GET,,,indecisive,mobile,1,False
41,2,GET /products?id=44,GET /products?id=33,/products,GET,id=44,,indecisive,mobile,1,False
41,3,GET /products?id=33,GET /products?id=44,/products,GET,id=33,,indecisive,mobile,1,False
41,4,GET /products?id=44,GET /products?id=44,/products,GET,id=44,,indecisive,mobile,1,False
41,5,GET /products?id=44,GET /cart?product_id=44,/products,GET,id=44,,indecisive,mobile,1,False
41,6,GET /cart?product_id=44,END,/cart,GET,product_id=44,,indecisive,mobile,1,True
42,1,GET /products,GET /products?id=47,/products,GET,,,new_visitor,tablet,5,False
42,2,GET /products?id=47,GET /reviews?product_id=47,/products,GET,id=47,,new_visitor,tablet,5,False
42,3,GET /reviews?product_id=47,END,/reviews,GET,product_id=47,,new_visitor,tablet,5,True
43,1,GET /products,GET /products?id=11,/products,GET,,,browser,tablet,2,False
43,2,GET /products?id=11,GET /reviews?product_id=11,/products,GET,id=11,,browser,tablet,2,False
43,3,GET /reviews?product_id=11,GET /products?id=11,/reviews,GET,product_id=11,,browser,tablet,2,False
43,4,GET /products?id=11,GET /cart?product_id=11,/products,GET,id=11,,browser,tablet,2,False
43,5,GET /cart?product_id=11,END,/cart,GET,product_id=11,,browser,tablet,2,True
44,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt""}",/products/filter,GET,,,returner,mobile,18,False
44,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt""}",GET /products?id=47,/products/filter,POST,,"{""gender"":""unisex"",""category"":""skirt""}",returner,mobile,18,False
44,3,GET /products?id=47,GET /cart?product_id=47,/products,GET,id=47,,returner,mobile,18,False
44,4,GET /cart?product_id=47,END,/cart,GET,product_id=47,,returner,mobile,18,True
45,1,GET /home,GET /category?type=men,/home,GET,,,returner,tablet,18,False
45,2,GET /category?type=men,GET /products?id=22,/category,GET,type=men,,returner,tablet,18,False
45,3,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,returner,tablet,18,False
45,4,GET /cart?product_id=22,END,/cart,GET,product_id=22,,returner,tablet,18,True
46,1,GET /products/filter,"POST /products/filter  body={""gender"":""male"",""category"":""sneakers"",""price"":""mid""}",/products/filter,GET,,,buyer,tablet,22,False
46,2,"POST /products/filter  body={""gender"":""male"",""category"":""sneakers"",""price"":""mid""}",GET /products?id=22,/products/filter,POST,,"{""gender"":""male"",""category"":""sneakers"",""price"":""mid""}",buyer,tablet,22,False
46,3,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,buyer,tablet,22,False
46,4,GET /cart?product_id=22,END,/cart,GET,product_id=22,,buyer,tablet,22,True
47,1,GET /products,GET /products?id=55,/products,GET,,,returner,desktop,2,False
47,2,GET /products?id=55,GET /cart?product_id=55,/products,GET,id=55,,returner,desktop,2,False
47,3,GET /cart?product_id=55,END,/cart,GET,product_id=55,,returner,desktop,2,True
48,1,GET /products,GET /products?id=39,/products,GET,,,buyer,tablet,8,False
48,2,GET /products?id=39,GET /reviews?product_id=39,/products,GET,id=39,,buyer,tablet,8,False
48,3,GET /reviews?product_id=39,END,/reviews,GET,product_id=39,,buyer,tablet,8,True
49,1,GET /products,GET /products?id=22,/products,GET,,,buyer,desktop,9,False
49,2,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,buyer,desktop,9,False
49,3,GET /cart?product_id=22,END,/cart,GET,product_id=22,,buyer,desktop,9,True
50,1,GET /products,GET /products?id=22,/products,GET,,,new_visitor,mobile,21,False
50,2,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,new_visitor,mobile,21,False
50,3,GET /cart?product_id=22,GET /home,/cart,GET,product_id=22,,new_visitor,mobile,21,False
50,4,GET /home,END,/home,GET,,,new_visitor,mobile,21,True
51,1,GET /products,GET /products?id=55,/products,GET,,,browser,mobile,8,False
51,2,GET /products?id=55,GET /reviews?product_id=55,/products,GET,id=55,,browser,mobile,8,False
51,3,GET /reviews?product_id=55,END,/reviews,GET,product_id=55,,browser,mobile,8,True
52,1,GET /products,GET /products?id=33,/products,GET,,,buyer,desktop,9,False
52,2,GET /products?id=33,GET /products?id=88,/products,GET,id=33,,buyer,desktop,9,False
52,3,GET /products?id=88,GET /products?id=15,/products,GET,id=88,,buyer,desktop,9,False
52,4,GET /products?id=15,GET /products?id=120,/products,GET,id=15,,buyer,desktop,9,False
52,5,GET /products?id=120,GET /cart?product_id=120,/products,GET,id=120,,buyer,desktop,9,False
52,6,GET /cart?product_id=120,END,/cart,GET,product_id=120,,buyer,desktop,9,True
53,1,GET /search?q=men watch,GET /products?id=44,/search,GET,q=men watch,,browser,mobile,20,False
53,2,GET /products?id=44,GET /cart?product_id=44,/products,GET,id=44,,browser,mobile,20,False
53,3,GET /cart?product_id=44,END,/cart,GET,product_id=44,,browser,mobile,20,True
54,1,GET /products,GET /products?id=73,/products,GET,,,browser,desktop,4,False
54,2,GET /products?id=73,GET /products?id=110,/products,GET,id=73,,browser,desktop,4,False
54,3,GET /products?id=110,GET /products?id=105,/products,GET,id=110,,browser,desktop,4,False
54,4,GET /products?id=105,GET /cart?product_id=105,/products,GET,id=105,,browser,desktop,4,False
54,5,GET /cart?product_id=105,END,/cart,GET,product_id=105,,browser,desktop,4,True
55,1,GET /products,GET /products?id=44,/products,GET,,,browser,mobile,22,False
55,2,GET /products?id=44,GET /reviews?product_id=44,/products,GET,id=44,,browser,mobile,22,False
55,3,GET /reviews?product_id=44,GET /products?id=47,/reviews,GET,product_id=44,,browser,mobile,22,False
55,4,GET /products?id=47,GET /cart?product_id=47,/products,GET,id=47,,browser,mobile,22,False
55,5,GET /cart?product_id=47,END,/cart,GET,product_id=47,,browser,mobile,22,True
56,1,GET /search?q=red dress,GET /products?id=22,/search,GET,q=red dress,,new_visitor,tablet,4,False
56,2,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,new_visitor,tablet,4,False
56,3,GET /cart?product_id=22,END,/cart,GET,product_id=22,,new_visitor,tablet,4,True
57,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""skirt"",""price"":""high""}",/products/filter,GET,,,indecisive,mobile,11,False
57,2,"POST /products/filter  body={""gender"":""female"",""category"":""skirt"",""price"":""high""}",GET /products?id=105,/products/filter,POST,,"{""gender"":""female"",""category"":""skirt"",""price"":""high""}",indecisive,mobile,11,False
57,3,GET /products?id=105,GET /cart?product_id=105,/products,GET,id=105,,indecisive,mobile,11,False
57,4,GET /cart?product_id=105,END,/cart,GET,product_id=105,,indecisive,mobile,11,True
58,1,GET /products,GET /products?id=11,/products,GET,,,new_visitor,tablet,4,False
58,2,GET /products?id=11,GET /reviews?product_id=11,/products,GET,id=11,,new_visitor,tablet,4,False
58,3,GET /reviews?product_id=11,GET /products?id=73,/reviews,GET,product_id=11,,new_visitor,tablet,4,False
58,4,GET /products?id=73,GET /cart?product_id=73,/products,GET,id=73,,new_visitor,tablet,4,False
58,5,GET /cart?product_id=73,END,/cart,GET,product_id=73,,new_visitor,tablet,4,True
59,1,GET /products,GET /products?id=33,/products,GET,,,buyer,desktop,0,False
59,2,GET /products?id=33,GET /reviews?product_id=33,/products,GET,id=33,,buyer,desktop,0,False
59,3,GET /reviews?product_id=33,END,/reviews,GET,product_id=33,,buyer,desktop,0,True
60,1,GET /products,GET /products?id=15,/products,GET,,,returner,tablet,23,False
60,2,GET /products?id=15,GET /cart?product_id=15,/products,GET,id=15,,returner,tablet,23,False
60,3,GET /cart?product_id=15,GET /home,/cart,GET,product_id=15,,returner,tablet,23,False
60,4,GET /home,END,/home,GET,,,returner,tablet,23,True
61,1,GET /search?q=red dress,GET /products?id=120,/search,GET,q=red dress,,buyer,tablet,3,False
61,2,GET /products?id=120,GET /cart?product_id=120,/products,GET,id=120,,buyer,tablet,3,False
61,3,GET /cart?product_id=120,END,/cart,GET,product_id=120,,buyer,tablet,3,True
62,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""dress""}",/products/filter,GET,,,buyer,mobile,14,False
62,2,"POST /products/filter  body={""gender"":""female"",""category"":""dress""}",GET /products?id=42,/products/filter,POST,,"{""gender"":""female"",""category"":""dress""}",buyer,mobile,14,False
62,3,GET /products?id=42,GET /reviews?product_id=42,/products,GET,id=42,,buyer,mobile,14,False
62,4,GET /reviews?product_id=42,END,/reviews,GET,product_id=42,,buyer,mobile,14,True
63,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""shirt"",""price"":""high""}",/products/filter,GET,,,buyer,desktop,10,False
63,2,"POST /products/filter  body={""gender"":""female"",""category"":""shirt"",""price"":""high""}",GET /products?id=101,/products/filter,POST,,"{""gender"":""female"",""category"":""shirt"",""price"":""high""}",buyer,desktop,10,False
63,3,GET /products?id=101,GET /cart?product_id=101,/products,GET,id=101,,buyer,desktop,10,False
63,4,GET /cart?product_id=101,END,/cart,GET,product_id=101,,buyer,desktop,10,True
64,1,GET /products,GET /products?id=15,/products,GET,,,new_visitor,desktop,0,False
64,2,GET /products?id=15,GET /cart?product_id=15,/products,GET,id=15,,new_visitor,desktop,0,False
64,3,GET /cart?product_id=15,END,/cart,GET,product_id=15,,new_visitor,desktop,0,True
65,1,GET /products,GET /products?id=33,/products,GET,,,indecisive,mobile,3,False
65,2,GET /products?id=33,GET /products?id=105,/products,GET,id=33,,indecisive,mobile,3,False
65,3,GET /products?id=105,GET /products?id=55,/products,GET,id=105,,indecisive,mobile,3,False
65,4,GET /products?id=55,GET /cart?product_id=55,/products,GET,id=55,,indecisive,mobile,3,False
65,5,GET /cart?product_id=55,END,/cart,GET,product_id=55,,indecisive,mobile,3,True
66,1,GET /products,GET /products?id=105,/products,GET,,,new_visitor,mobile,8,False
66,2,GET /products?id=105,GET /cart?product_id=105,/products,GET,id=105,,new_visitor,mobile,8,False
66,3,GET /cart?product_id=105,END,/cart,GET,product_id=105,,new_visitor,mobile,8,True
67,1,GET /products?id=88,GET /cart?product_id=88,/products,GET,id=88,,new_visitor,tablet,23,False
67,2,GET /cart?product_id=88,END,/cart,GET,product_id=88,,new_visitor,tablet,23,True
68,1,GET /products,GET /products?id=55,/products,GET,,,browser,tablet,10,False
68,2,GET /products?id=55,GET /products?id=22,/products,GET,id=55,,browser,tablet,10,False
68,3,GET /products?id=22,GET /products?id=22,/products,GET,id=22,,browser,tablet,10,False
68,4,GET /products?id=22,GET /products?id=105,/products,GET,id=22,,browser,tablet,10,False
68,5,GET /products?id=105,GET /cart?product_id=105,/products,GET,id=105,,browser,tablet,10,False
68,6,GET /cart?product_id=105,END,/cart,GET,product_id=105,,browser,tablet,10,True
69,1,GET /products,GET /products?id=101,/products,GET,,,indecisive,tablet,4,False
69,2,GET /products?id=101,GET /cart?product_id=101,/products,GET,id=101,,indecisive,tablet,4,False
69,3,GET /cart?product_id=101,END,/cart,GET,product_id=101,,indecisive,tablet,4,True
70,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt"",""price"":""high""}",/products/filter,GET,,,buyer,tablet,18,False
70,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt"",""price"":""high""}",GET /products?id=22,/products/filter,POST,,"{""gender"":""unisex"",""category"":""skirt"",""price"":""high""}",buyer,tablet,18,False
70,3,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,buyer,tablet,18,False
70,4,GET /cart?product_id=22,END,/cart,GET,product_id=22,,buyer,tablet,18,True
71,1,GET /products,GET /products?id=110,/products,GET,,,buyer,desktop,18,False
